#OTU ID	A-1	A-2	B-1	B-2	C-1	C-2
ZOTU_472	0.000727	0.0006158	0	0	0	0
ZOTU_473	0.000618	0.0004105	0	0	0	0
ZOTU_474	0	0	0.0002127	0.001506	0.0001563	0.0001795
ZOTU_475	0.0007634	0.001232	0	0	0	0
ZOTU_476	0.0008724	0.0009853	0	0	0	0
ZOTU_477	0	0	0.0002659	0.00145	0	0
ZOTU_478	0	0	0.001808	0.001562	5.209e-05	2.991e-05
ZOTU_479	0.0003635	0	0.0006382	0.0005021	5.209e-05	5.983e-05
ZOTU_480	0.0007634	0.0009853	0	0	0	0
ZOTU_481	0.001599	0.001191	0	5.578e-05	0	2.991e-05
ZOTU_482	0	0	5.318e-05	0	0.0008335	0.0008376
ZOTU_483	0.0007634	0.0008621	0	0	0	0
ZOTU_484	0.0005089	0.0003695	0	0	0	0
ZOTU_485	0.0005816	0.0004516	0	0	0	0
ZOTU_486	0	0	0.0006913	0.0004463	0.0001042	0.0001496
ZOTU_487	0.0006543	0.0004105	0	0	0	0
ZOTU_488	0.001091	0.0009032	0	0	0	0
ZOTU_489	0	0	0.0009041	0.0007252	0	0
ZOTU_490	7.27e-05	0.0001642	0.0006913	0.0007252	0	0
ZOTU_491	0.0005089	0.0007389	0	5.578e-05	0	0
ZOTU_492	0	0	0.0004786	0.0006694	0	0
ZOTU_493	0	0	0.0001064	0.0002789	0.0004168	0.0007179
ZOTU_494	0.0009088	0.0003695	0	0	0	0
ZOTU_495	0.0001091	8.211e-05	0.0005318	0.0004463	0.0004688	0.0004188
ZOTU_496	0	0	0.001117	0.001116	0	0
ZOTU_497	0.001054	0.001437	0	0	0	0
ZOTU_498	0.0009088	0.001108	0	0	0	0
ZOTU_499	0.0005816	0.0005747	0	0	0	0
ZOTU_500	0	0	0.0008509	0.001116	0	2.991e-05
ZOTU_501	0.0007997	0.0008211	0	0	0	0
ZOTU_502	0.001272	0.001355	0	0	0	0
ZOTU_503	0.000727	0.0003695	0	0	0	0
ZOTU_504	0.0005816	0.0006568	0	0	0	0
ZOTU_505	0.000727	0.0004926	0	0	0	0
ZOTU_506	0.0005453	0.0002874	0	0	0	0
ZOTU_507	0	0	0.0003723	0	0.001459	0.001436
ZOTU_508	0.000618	0.0006568	0	0	0	0
ZOTU_509	0.0007634	0.0007389	0	0	0	0
ZOTU_510	0.0006543	0.0009442	0	0	0	0
ZOTU_511	0.0003635	0.0006158	0	0	0	0
ZOTU_512	0.0006543	0.0002874	0	0	0	0
ZOTU_513	0.0001091	0.0006158	0	0	0	0
ZOTU_514	0	0	0.00101	0.0008926	0	0
ZOTU_515	0.0005089	0.0004926	0.0001595	0.0002789	0.0001042	0.0001496
ZOTU_516	0.0006543	0.0004105	0	0	0	0
ZOTU_517	0	0	0.001117	0.0005578	0	0
ZOTU_518	0.0002908	0.0006568	0	0	0	0
ZOTU_519	0.0005089	0.0005747	0	0	0	0
ZOTU_520	0.0003635	0.0005747	0	0	0	0
ZOTU_521	0	0	0.001064	0.0005021	0	0
ZOTU_522	0.0009088	0.00078	0	0	0	0
ZOTU_523	0.0006907	0.0009032	0	0	0	0
ZOTU_524	0.0008361	0.0001642	0	0	0	0
ZOTU_525	0.000618	0.0003695	0	0	0	0
ZOTU_526	0	0	0.0007977	0.0008368	0	0
ZOTU_527	0.0005816	0.0005337	0	0	0	0
ZOTU_528	0.0005453	0.0004926	0	0	0	0
ZOTU_529	0.000618	0.0006979	0	5.578e-05	0	2.991e-05
ZOTU_530	0.0005453	0.0005337	0	0	0	0
ZOTU_531	0.0009088	0.001067	0	0	0	0
ZOTU_532	0.001163	0.001149	0	0	0	0
ZOTU_533	0.001636	0.001314	0	0	0	0
ZOTU_534	0	0	0.0007977	0.0009483	0	5.983e-05
ZOTU_535	0.00149	0.001232	0	0	0	0
ZOTU_536	0	0	0	0	0.0006772	0.0003889
ZOTU_537	0.001381	0.001806	5.318e-05	0	0	0
ZOTU_538	0.0005453	0.0004516	0.0004786	0.0001116	5.209e-05	0.0001197
ZOTU_539	0.001381	0.001396	0	0	0	0
ZOTU_540	0.001381	0.001519	0	0	0	0
ZOTU_541	0.001709	0.001067	0	0	0	0
ZOTU_542	0.0005453	0.0004516	0	0	0	0
ZOTU_543	0.0005453	0.0009442	0	0	0	0
ZOTU_544	0	0	0	0	0.0003647	0.0003889
ZOTU_545	0.0009451	0.0009442	0	0	0	0
ZOTU_546	0	0	0.001542	0.0006136	0	0
ZOTU_547	0.0007997	0.0005747	0	0	0	2.991e-05
ZOTU_548	0	0	0.0007445	0.0003905	0	0
ZOTU_549	0.0005816	0.001437	0	0	0	0
ZOTU_550	0.0008724	0.0004516	0	0	0	0
ZOTU_551	0	0	0.001064	0.0002789	0.0001042	0
ZOTU_552	0.0002545	0.0007389	0	0	0	0
ZOTU_553	0	0	0.0005318	0.0005578	0	0
ZOTU_554	0.0009815	0.0009442	0	0	0	0
ZOTU_555	0.0012	0.001396	0	0	0	0
ZOTU_556	0.0005453	0.0002463	0	0	0	0
ZOTU_557	0	0	0.0006382	0.0007252	0	0
ZOTU_558	0.0006543	0.0005747	0	0	0.0001563	5.983e-05
ZOTU_559	0.002072	0.002135	0	0	0	0
ZOTU_560	0.001345	0.001191	0	0	0	0
ZOTU_561	0.0004362	0.0002463	0	0	0	0
ZOTU_562	0	0	0.0009572	0.0007252	0	0
ZOTU_563	0	0	0.00133	0.000781	0	0
ZOTU_564	0	0	0	5.578e-05	0.0004168	0.0002393
ZOTU_565	0.0006543	0.001232	0	0	0	0
ZOTU_566	0	0	0.0007977	0.0005021	5.209e-05	0.0001197
ZOTU_567	0.0009815	0.001108	0	0	0	0
ZOTU_568	0.000618	0.0003284	0	0	0	0
ZOTU_569	0.0005089	0.0008621	0	0	0	0
ZOTU_570	0.0005453	0.0005337	0	0	0	0
ZOTU_571	0	0	0	0	0.0004688	0.0004786
ZOTU_572	0.0003999	0.0002874	0	0	0	0
ZOTU_573	0.0006543	0.00078	0	0	0	0
ZOTU_574	0.0005816	0.0003695	0	0	0	0
ZOTU_575	0	0	0.00101	0.0006694	5.209e-05	5.983e-05
ZOTU_576	0.0006907	0.0005747	0	0	0	0
ZOTU_577	0	0	0.0007977	0.0008368	0	0
ZOTU_578	0.000618	0.0006158	0	0	0	0
ZOTU_579	0	0	0.0009041	0.0006694	0	2.991e-05
ZOTU_580	0.0005453	0.0005747	0	0	5.209e-05	5.983e-05
ZOTU_581	0	0	0.0004786	0.0005021	5.209e-05	0
ZOTU_582	0	0	5.318e-05	0.0001674	0.000573	0.0005085
ZOTU_583	3.635e-05	8.211e-05	0.0001595	5.578e-05	0.001302	0.0007777
ZOTU_584	0	0	5.318e-05	0.0001674	0.0007814	0.0008376
ZOTU_585	0	0	0.0001595	0	0.0008335	0.0008675
ZOTU_586	0.0003635	0.0005747	0	0	0	0
ZOTU_587	0.0007634	0.0009442	0	0	0	0
ZOTU_588	0.0006543	0.0005337	0	0	0	0
ZOTU_589	0.0008361	0.0005747	0	0	0	0
ZOTU_590	0.000727	0.0002463	0	0	0	0
ZOTU_591	0.0005089	0.0002053	0	0	0	0
ZOTU_592	0	0	0.0007977	0.0008926	0	0
ZOTU_593	0.0003999	0.0006158	0	0	0	0
ZOTU_594	0	0	0.0004254	0.0003347	0	0
ZOTU_595	0.0002545	0.0004105	0	0	0	0
ZOTU_596	0.0005453	0.0003695	0	0	5.209e-05	0
ZOTU_597	0.0005453	0.0004516	0	0	0	0
ZOTU_598	0.0005089	0.0006158	5.318e-05	5.578e-05	0	2.991e-05
ZOTU_599	0.0009088	0.0005337	0	0	0	0
ZOTU_600	3.635e-05	4.105e-05	0.0001595	0.0002231	0.0002084	0.0001496
ZOTU_601	0.0002908	0.0003284	0	0	0	0
ZOTU_602	0	0	0	0	0.0005209	0.0002991
ZOTU_603	0.0003272	0.0003695	0	0	0	0
ZOTU_604	0.000618	0.0004926	0	0	0	2.991e-05
ZOTU_605	0	0	0	0	0.0003647	0.0004487
ZOTU_606	0.001018	0.0008621	0	0	0	0
ZOTU_607	0	0	0.0001595	0	0.0005209	0.000359
ZOTU_608	0.001054	0.00156	0	0	0	0
ZOTU_609	0	0	0.0001064	5.578e-05	0.0006251	0.0004487
ZOTU_610	0.0007634	0.0008621	0	0	0	0
ZOTU_611	0.0005089	0.0004926	0	0	0	0
ZOTU_612	0.0004726	0.0003284	0	0	0	0
ZOTU_613	0.0003635	0.0001642	0	0	0	0
ZOTU_614	0.0008724	0.0007389	0	0	0	0
ZOTU_615	0.0004362	0.0006158	0	0	0	0
ZOTU_616	0	0	5.318e-05	5.578e-05	0.001459	0.0008675
ZOTU_617	0.0004362	0.0006979	0	0	0	0
ZOTU_618	0	0	0.001117	0.001339	0	0
ZOTU_619	0.001599	0.001067	0	0	0	0
ZOTU_620	0.0009451	0.0005337	0	0	0	0
ZOTU_621	0.0005816	0.0005747	0	0	0	0
ZOTU_622	0	0	0.0006382	0.0004463	0	0.0001197
ZOTU_623	0	0	0.0006913	0.001004	0	0
ZOTU_624	0	0	0.001223	0.001283	0	0
ZOTU_625	0.0002908	0.0005337	0	0	0	0
ZOTU_626	0	0	5.318e-05	5.578e-05	0.000573	0.0003889
ZOTU_627	0.0005816	0.0004105	0	0	0	0
ZOTU_628	0.000727	0.0005337	0	0	0	0
ZOTU_629	0	0	0.0009572	0.0004463	0	0
ZOTU_630	0.0007634	0.0006568	0	0	0	0
ZOTU_631	0	0	0.0002127	0.0006136	5.209e-05	2.991e-05
ZOTU_632	0.0005453	0.0003284	0	0	0	0
ZOTU_633	0	0	0.0004786	0.0005021	0.0003126	0.0002393
ZOTU_634	0.0004362	0.0006158	0	0	0	0
ZOTU_635	0.0005089	0.0005747	0	0	0.0003126	8.974e-05
ZOTU_636	0.0001818	0.0005747	0	0	0	0
ZOTU_637	0.001018	0.001191	0	0	0	0
ZOTU_638	0.0005453	0.0003695	5.318e-05	5.578e-05	0	0
ZOTU_639	0.001163	0.0006979	0	0	0	0
ZOTU_640	0	0	0.0003723	0.0001674	0.0001563	0.000329
ZOTU_641	0	0	0.0006913	0.0004463	0.0002605	0.0001197
ZOTU_642	0.0005089	0.0002053	5.318e-05	0	0	0
ZOTU_643	0	0	0	0	0.0007814	0.0008077
ZOTU_644	0.0003635	0.0006568	0	0	0	0
ZOTU_645	0	0	0.0007977	0.0003905	0.0003126	0.0002393
ZOTU_646	0.001345	0.001108	0	0	0	0
ZOTU_647	0	0	0	0	0.0003647	0.0006282
ZOTU_648	0.0005089	0.0002874	0	0	0	0
ZOTU_649	0.0005453	0.0002874	0	0	0	0
ZOTU_650	0.0006907	0.0005337	0	0	0	0
ZOTU_651	0	0	0.0005318	0.0005578	0	2.991e-05
ZOTU_652	0	0	0.0006382	0.0002789	0	0
ZOTU_653	0.0004362	0.0006568	0.0004254	0.0006694	0	0
ZOTU_654	0	0	0	0	0.0002605	0.0005085
ZOTU_655	0	0	0	0	0.0002605	0.0004786
ZOTU_656	0.0007997	0.0002053	0	0	0	0
ZOTU_657	0	0	0.0003723	0.0003905	0.0008856	0.0005684
ZOTU_658	0	0	0	0	0.0002084	0.0007179
ZOTU_659	0	0	0.0003191	0.0005578	0	0
ZOTU_660	0.0004726	0.0004105	0	0	0	0
ZOTU_661	0.0004726	0.0008621	0	0	0	0
ZOTU_662	0	0	0.0007977	0.0004463	0	0
ZOTU_663	0	0	0.0003191	0.0007252	0	0
ZOTU_664	0.0003999	0.0003695	0	0	0	0
ZOTU_665	0.0002908	0.0003284	0	0	0	0
ZOTU_666	0.0004362	0.0004926	0	5.578e-05	0	0.0001496
ZOTU_667	0.0007997	0.0009032	0	0	0	0
ZOTU_668	0	0	0	0	0.0006251	0.0003889
ZOTU_669	0	0	0.0009572	0.0005578	0	2.991e-05
ZOTU_670	0	0	0	0	0.0003647	0.0002991
ZOTU_671	0	0	5.318e-05	0.0001674	0.0002084	0.0002692
ZOTU_672	0.0003272	0.0002874	0	0	0	0
ZOTU_673	0.0001454	0.0002053	0.0001064	0.0006136	0	0
ZOTU_674	0.0003635	0.0008621	0	0	0	0
ZOTU_675	0	0	5.318e-05	5.578e-05	0.001302	0.0009871
ZOTU_676	0	0	0.001064	0.0008368	5.209e-05	2.991e-05
ZOTU_677	0.0004726	0.0008621	0	0	0	0
ZOTU_678	0.0006907	0.0003695	0	0	0	0
ZOTU_679	0.0003999	0.0007389	0	0	0	0
ZOTU_680	0	0	0.0002127	0.0006136	5.209e-05	2.991e-05
ZOTU_681	0.0004362	0.0006158	0	0	0	0
ZOTU_682	0.0004726	0.0003695	0	0	0	0
ZOTU_683	0.0004362	0.0004516	0	0	0	0
